Renderer,Driver,MSAA,width,height,FPS,seconds,celcius,fahrenheit,vddc,vddccurrent,gpu_power,core_clock,memory_clock
NVIDIA GeForce 6150SE nForce 430,9.18.13.908 (1-30-2015) - GL:nvoglv32,0,194,142,1,12.4230,0.0000,32.0000,0.0000,0.0000,0.0000,425.0000,666.0000
